Unnamed: 0,uid,speakerid,replyid,utterance,offensive,target
680,3.0,宫水乔叶,雨文牙隹广土,根本就不是说1213，分明是地铁诬陷的事情，一堆人赶紧转移视线是吧,0.0,0.0
692,20.0,卧龙凤雏吃瓜子儿,飘飘渺渺风风莎莎,你上完学就把字典词典里面的字词都背下来了？你是超人？,1.0,1.0
713,16.0,De-cK,china海洋大学,而且对方是否违章并不是影响交通事故责任判定的直接因素，对方一些不具有直接因果的违章不纳入责任划分的考虑因素。还是那句话多去看看道路交通安全法实施条例，有很多东西并不是你们想的那样，这也是为什么绝大部分去行政复议都是不通过的原因根本不是那回事,0.0,0.0
600,6.0,627从头再来,tbgyyszg,遗落是不小心忘记的吧。和故意放着等快递不一样吧，还要等待快递上门取货，新入驻的客人怎么办，她有没有多付到快递上门时间的房费？如果没有也是要拿到前台登记清楚,0.0,0.0
742,0.0,foa988,-1,一种求救吧，谁拉他一把就可以还能活一下，真的求死的也不会发这种备注。,0.0,0.0
605,10.0,嗔痴俗世人,麦切特,是的，都去考公，这条最占理，聪明人都去考公了,0.0,0.0
758,10.0,下雨天hahaha,United鑫,上海一套市区二手商品房1000w左右,0.0,0.0
657,2.0,HJR656,做这个有良心的好人,别忘了女拳本质就是利己主义厌男厌童厌女它们都干的,0.0,0.0
549,8.0,4602947014,3505629269,不爱看棍单，你是什么乱玩意还要伺候你,1.0,1.0
726,7.0,我是柠檬精本柠檬,是孤独的总和,这不就是道德绑架嘛，因为医生有同情心心疼患儿，所以主动加班加号。这背后反应的难道不是劳动法的缺失，医院让一个人干三个人活这件事？我们可以歌颂战胜苦难的人，但别歌颂苦难。,0.0,0.0
760,12.0,何大灯才不是个段子手,11馨馨,我算过了，杭州房子，不是核心区域，我工资一万多的情况下，一百平，我不吃不喝四十年打底,0.0,0.0
725,5.0,人生很赶,谁的春日啊,有啊，我这边多的是都是住公租房把自己的商品房租出去,0.0,0.0
553,0.0,2787812333,-1,看你这么急，是不是也干过这种事然后被人报警了啊,1.0,1.0
679,9.0,一只悲伤的熊猫头,枫叶盾,癫,1.0,1.0
694,0.0,父拔插头人踢狗,-1,别着手枪有什么问题？,0.0,0.0
726,6.0,新昌的醒囡儿,helloluca-,我相信这样的医生不在少数，你说说怎么加？而且能这样做的医生她的初衷就不是为了加工资，还有工资不是小编能够左右的，但是发出这篇文章以后能不能促进加工资只有她本人知道，评先进我不相信不会考虑，而且当众表扬，不仅让她的名字被人知晓，当然看的人多了有创收收入自然上去了,0.0,0.0
696,5.0,欲与君无言,王延国com,的确很辛苦，每天都要回复你们这些搞男女对立的，什么时候你们才能消失啊,1.0,2.0
536,3.0,3760376982,246658490,出了名的🐢男大省不然你以为耙耳朵说的是谁啊，说的就是四川男,1.0,2.0
688,7.0,需要懂吗,汉嫖妓将军,你的名字都很琴日,1.0,1.0
679,10.0,江畔何人已见月,枫叶盾,那为什么女人就不道歉呢？不是一直追求男女平等么？女人的格局呢？,1.0,2.0
605,20.0,九八年的红领巾,南极撸企鹅,是他的家乡  不是他的母校,0.0,0.0
670,14.0,特別急行Nozomi,跳伞的胖月亮,他说的还是错的，不用理,0.0,0.0
731,5.0,四处画圆的许某某,二十颗铜钱草,姐姐和弟弟最后没事吧？,0.0,0.0
544,4.0,6071546715,0,小东西，为了**想象力还挺丰富,1.0,1.0
648,4.0,避世隐居修改昵称,LynnDeng88,治安管理处罚法有规定未满18岁违反治安管理法的应该从轻或者减轻处罚，18岁之前第一次违反治安被要求行政拘留，实际不会执行，,0.0,0.0
758,19.0,dumplingvic,United鑫,记得大概2018年下半年的时候，就有会算的老师傅说未来房价会下跌，现在还可以看到当时的原文分析，他最近还应验了西北的地震,0.0,0.0
691,7.0,evelyndebal,俺的豆腐lsn,以前的新华字典。看了至少三个版本，都是这样。 查看图片,0.0,0.0
638,19.0,觅友Love,WholesaleMist_,又不说你，你这暴躁狂急干嘛，难道这男是你的儿子🤔,1.0,1.0
606,6.0,禹宛榛,抖腿少女腿不停,考研人数才下降不到10%，不少院校专业缩招接近50%了更何况今年保研人数涨了很多,0.0,0.0
648,10.0,梨子味橙汁,Kirby噗噗,减轻也要立案啊，这压根就没立刑事,0.0,0.0
579,7.0,如果时间有距离,皮蛋巨侠杨11,杀戮什么？咋不让那狗咬你呢？让你看看什么才是杀戮。,1.0,1.0
605,14.0,九八年的红领巾,狂封智力绝不挂科,当初就应该本科毕业直接去  然后工作3-5年跳槽去其他车企  工资指定翻倍  读三年双非研究生我感觉真不如去大企业积累三年经验,0.0,0.0
552,10.0,5858497857,3858652412,猪,1.0,1.0
571,4.0,社会肥姐233,拒绝电疗,大名鼎鼎的劳荣枝律师,0.0,0.0
609,3.0,lukeskywalker596,吕六清爱微博,压缩仁矿的吃饭时间，继续为资本博命！,0.0,0.0
596,14.0,巴豆天灵灵,云萧萧0708,上次住的4星级收拾漏了双袜子，酒店客服都打电话过来问还要不要,0.0,0.0
607,8.0,南极撸企鹅,Lily_getting_better,啥专业啊,0.0,0.0
721,2.0,发芽吧-大树,a阿铭呀,你这是道德绑架,1.0,1.0
719,7.0,米米米米米米米奇奇,JUNGLEEEEEEEEEEEEEEEE,我们这边刚到0℃就冷得不行了,0.0,0.0
667,10.0,落叶飘零CN,听音乐用紫玉,谁告诉你不赔的？,0.0,0.0
731,4.0,像素小方块,二十颗铜钱草,看看那些正常女性，再看看网络这些被全社会歧视的女宝,1.0,2.0
702,7.0,姚深远y,请求丰富朋友圈,外国女的也普遍比中国女的好看，他们来找我们是因为可以免费玩，还上赶子被玩,1.0,2.0
692,3.0,醒来空白,卧龙凤雏吃瓜子儿,新华字典与现代汉语词典不是一伙人呗。,0.0,0.0
595,4.0,别来你野蝶这里发癫,一巴掌扇死你个逗逼,脑子不好不怪你 一边玩去吧,1.0,1.0
677,4.0,桃花劫是不可以躲避的,WhatIf9,小仙女+耙耳朵，这个地方无敌了,1.0,2.0
645,0.0,敢露额头最勇敢,-1,一个四岁的孩子知道什么是胸吗？反正我四岁时不知道,0.0,0.0
591,4.0,霁月七七要勇敢,一口一个分度圆,与你没有交流欲望，看来你没碰上啥好老师，理解,1.0,1.0
675,8.0,你看那里有鸽子哟,罗孔佑200307,热知识 之前被狗咬伤的也是女童,0.0,0.0
637,7.0,youkai015,是小关同学呀-,哈哈哈哈,0.0,0.0
757,15.0,两件步,yujieqiong,我15年能在首都市区买房子么，想想就激动！,0.0,0.0
755,14.0,饭团串串,陆屿陌,去你大爷的执政鬼才 60岁上才是问题群体 你把有问题的人留下 没问题的人切了 而且这种车本来就是限制了速度 上限40 速度从来不是问题 老头乐本来也是按非机动车管理的 但是非机动车道如果有一辆这种车 其它车就根本不用开了 至于你那保险考证之类的更是扯淡 增加了价格成本和持证成本 根本没人用了,1.0,1.0
611,18.0,区花的终极梦想,你的名字_我的心情,夏虫不可语冰井蛙不可语海,1.0,1.0
710,3.0,命若是天,柠檬小娜素素子,寻求你吗烂b,1.0,1.0
609,19.0,域外人员9527,CatherineC_19,那就是涉及预制菜生产监督问题不是预制菜本身的问题，舆论也应该往这方面引导，但是现在的声音一边倒的出现在“预制菜”上很难不想到是不是有人在推波助澜。,0.0,0.0
643,0.0,僅自己可見s,-1,"""琉 那个包包几号发呀",0.0,0.0
679,18.0,宁净心言,love王星凯,他不是人，所以不怕丢。,1.0,1.0
713,10.0,De-cK,china海洋大学,是啊，对方不逆行就是全责啊，第一次留言我可没说对方车辆行人是否违章，而在交通法规里无论对方是什么情况，也是主张转弯或变道车辆承担责任,0.0,0.0
725,10.0,婉婉T_T,樱木刚宪君,两套保守了,0.0,0.0
732,0.0,只吃嫩白菜,-1,3个女的打不过一个男的,0.0,0.0
522,1.0,987234806,0,接下来就是北美去城市化,0.0,0.0
689,12.0,TTingBei,不明身份的武林萌丷,我非常支持这样的人火起来…,0.0,0.0
757,13.0,瑞斯拜r,yujieqiong,韩国有没有期房，烂尾，公摊呢,0.0,0.0
601,2.0,影视推荐jskksm,小孩子才做选择题我当然全都要,有看起来确实是属于贵重的东西啊，但是你看他cosplay的衣服，像个塑料一样，保洁肯定以为是垃圾呀,0.0,0.0
723,5.0,阳光一直住在心里面,落莲公子,流量的世界不允许有不同的声音吗，如果非要用钱来定义，请相信是无价的！做不到善良，也别让的邪恶在心里肆意疯长，停止网暴吧，不要等到正义倾斜的那一天，反噬会侵吞你们的,0.0,0.0
638,4.0,FelidaeNiYo_,WholesaleMist_,？你说什么呢,0.0,0.0
608,0.0,我居然没改名字,-1,什么吉野家，石锅拌饭不都是预置菜吗,0.0,0.0
550,6.0,6506767529,0,已经合格了，别要求太多了，至少是可以拉拢的,0.0,0.0
608,4.0,憨憨wbo,嚣张的空气,你觉得学校的预制菜卫生水平能跟得上肯德基麦当劳？,0.0,0.0
650,6.0,洛可可的烛台,快快子也想开开心心的躺赢,三岁才学说话？小孩是不是发育迟缓？,0.0,0.0
580,7.0,糯嘛叽叽,陈同学yc,因为过了这个村就没有这个店了,0.0,0.0
596,4.0,萌芽丷,云萧萧0708,有义务，法盲。 查看图片,1.0,1.0
682,8.0,无穷碧2号,G小奶龙龙宝,擦不擦的干净不好说，起码我们说不出洪崖洞不许拍照事件影响扩大是群众责任这种不要脸的话,1.0,1.0
687,2.0,仰韶的玫瑰图腾是华字由来,反潜联盟,米桑的螈呻游戏把汉服，唐建筑，宋建筑，诗词歌赋琴棋书画伞茶，古筝萧笛琴瑟，剑戟刀枪，水墨丹青书法，窗棂，汉风家具装潢，仙女发型，仙风披帛，烟花，龙宫，都偷偷偷给日本了，因为米哈桑说稻妻城是以日本为原型这些汉文化都用在了稻妻城！外国人更想去日本旅游了,0.0,0.0
688,5.0,冰霜73907,汉嫖妓将军,我的评价想吃流量吃疯了，没有仔细研究法典。,0.0,0.0
607,1.0,木易阿阿珊,小伊布伊,不是研究生也能考，但是医院招人都要研究生，本科的话只能留在乡镇医院,0.0,0.0
627,4.0,王法V,CandyCandyZhe,"""新闻看到的，还去人家地里拾捡，你眼瞎就不要说话""",1.0,1.0
729,6.0,你的长发思念谁,这是我们的鹿鹿,懂点法但不多…,0.0,0.0
688,14.0,我是乌龙茶激推创翻你们,汉嫖妓将军,去医院查查 别票上型病,1.0,1.0
524,2.0,4574907049,0,错啦，研究媛嘛,1.0,1.0
533,4.0,4654560287,0,小时候看这集设法官脸上了,1.0,2.0
724,17.0,是幻想家啊,换个名字就不认识了呀,不奢侈，但有钱人就不会住没有厕所的的公租房了，就能留给真正需要的人了,0.0,0.0
550,0.0,5646528537,-1,后续来历,0.0,0.0
740,10.0,-烟栗,多一点点善意,你是不是有什么大病啊？到处给洗白,1.0,1.0
548,4.0,1657627018,0,lz爱发啥发啥，管好你塔吗的自己,1.0,1.0
703,1.0,芝士奶香喵喵,麻辣老头不忽悠,亚洲金针菇,1.0,2.0
510,7.0,6540850941,4278945617,她都打飞机了，你就不能让着他点,0.0,0.0
582,10.0,小生活呀真呀嘛真好过,大湾区小欢喜,你说这话不心虚吗,0.0,0.0
618,5.0,Mr_奚小姐,华平翰YYX,一开始文章内容把陈志朋名字打成了陈周鹏,0.0,0.0
687,11.0,人在江湖一切随缘,反潜联盟,她这完全是为了自己出名，,0.0,0.0
599,1.0,猫当丁,一口吃掉元宵宵,怎么感觉你误解了层主的意思,0.0,0.0
686,13.0,月亮拌饭666,She-and-their-world,骂不是应该的吗？他们就配这个下场，纯属自己作的，活该哦,1.0,2.0
686,5.0,KURUMIyoi,She-and-their-world,如果是这样的话为什么不发博澄清？不敢说话不就是心里有鬼吗？,0.0,0.0
508,3.0,5865597840,165760370,对对对，什么都是跟男的学的，那请问女生跑到景区里霸占男厕所，还有去饭店吃饭霸占男厕所的事该怎么解释呢？如果男生进了女厕所那怕是要被打死骂死,0.0,0.0
719,1.0,JUNGLEEEEEEEEEEEEEEEE,不盖被子会感冒的啦,零下十五六度，很冷的,0.0,0.0
736,5.0,小无今天画画了吗,柯基屁屁有颗痣,说的跟你们杀人不付出代价一样，再说百分之九十九点男宝在现实中也就是不敢出头的飞舞,1.0,2.0
751,4.0,永远爱蓝军切尔西1988,勇敢的老头儿,。。。,0.0,0.0
679,5.0,我塞琳娘,love王星凯,必须把成都地铁拉出来扔鸡蛋，没开玩笑，这事很严重。,1.0,1.0
592,0.0,T5sky,-1,乐呵 说的好像你捐一分钱了一样  新闻你是一个字没看的 话你是乱说的 钱是捐款人自己要退的 你道德绑架谁呢？,1.0,1.0
637,8.0,是小关同学呀-,youkai015,自己搜呗，手里不是拿着键盘呢,0.0,0.0
588,12.0,太阳花之邪气退退退,我叫极个别同学o,你还捐钱。捐给农村真正需要的孤寡老人 不好吗,0.0,0.0
575,6.0,Saint-Mira,叶月歌,不止，这只是小区捐款其中一张截图，而且是金额最少的一张,0.0,0.0
519,5.0,3531587360,1065787616,这不是明知故问？又不是背的名牌包名牌鞋啥的，普通杂牌的靴子也就两三百，就像男的省下点钱买双aj，不是很正常的事情，非得质疑别人钱哪里来的？,0.0,0.0
686,2.0,万化一,She-and-their-world,他们是这样的啦,0.0,0.0
523,9.0,2232590749,0,给你🐢完了，🐢男是真的恶心，没见过女的一样 真想骂你，你思慕了,1.0,1.0
671,15.0,一度521,忘忧小绿草,不查张嘴就卡是吗，打打键盘就出来了,1.0,1.0
597,3.0,不一樣天空_,真的只是一个大好人,一遍骚去,1.0,1.0
545,0.0,5503681242,-1,姐姐考完试在自己家小区门口下车回家了 到家还给🐭发了一个她家狗狗的照片狗狗挺可爱的 可惜是二号前男友的🐶,0.0,0.0
733,2.0,雨霏慢点长大,蜜桃味悠悠,完全独立自主研发生产,0.0,0.0
685,5.0,酒肆春风,撒飘孩儿哈,四川的那没事了 毕竟xxn多,1.0,2.0
633,0.0,sunflowerJxj,-1,不是河南人 听着这话都不舒服,0.0,0.0
669,14.0,热爱业余足球,Bastianyu,你瞎，初步调表结果已经公布，你自己瞎看不见。你质疑的依据呢？,1.0,1.0
757,16.0,桧楫松舟,yujieqiong,我也想说，15年还有盼的,0.0,0.0
508,0.0,803377425,-1,还给她骄傲上了？吸血的蜱虫什么时候也能上网说话了？,1.0,1.0
703,5.0,空白_格7,芝士奶香喵喵,石砸狗叫，对号入座,1.0,1.0
605,1.0,Lily繁花落尽,麦切特,而且读双非的研就业还不如双一流本科 ，白耗费三年时间,0.0,0.0
533,1.0,3504307547,0,借楼，我不知道有多少人详细看过判决书，看了你会发现这男的压根没打算赢，他要求对方赔偿5万元加上连续十天在地铁站大声朗读道歉声明，这要求法院基本不可能同意的，正常要求应该是公开道歉加千元赔款。,0.0,0.0
683,16.0,椰风挡不住qwer,Vamous198309,你也就会个破防了,1.0,1.0
534,2.0,2383491387,0,四川吃财政补贴的地方能好到哪里尽早跑路,1.0,2.0
718,2.0,轻浮舞影,更靠谱了吗,它哪里说对了？,0.0,0.0
621,0.0,25华同学,-1,施暴者抓住没？,0.0,0.0
685,1.0,从未来看现在的蝙蝠侠,撒飘孩儿哈,是我，你可以说，咋了？,0.0,0.0
594,4.0,安心等戴眉有湖说,花样年花样城,肯定有人性啊，人性这个词只对人。人只要不伤害人，那就是有人性。 但在 人形狗 口中就不一样，它们一边把狗当人，但它们一边又要买卖，阉割，囚禁，抛弃.....它们口中 和人一样 的狗。它们究竟有没有把狗当人对待啊,1.0,2.0
722,9.0,尼奇窝窝,Jessie4644,不是什么人都能进东方甄选的 查看图片,0.0,0.0
599,9.0,_玄兔_,搬砖小长工,你工作的时候是不是穿过很多质感类似但比这漏的多的衣服啊穿上跟你金主们拍两张给大家看看呗挣多少啊我问问👮看看你们赚得是不是算多的，不行你好跑路找下个金主，也没闲工夫在这造谣啦,1.0,1.0
681,18.0,这可是正统罗马,天下小笨,之前听山东网友说山东对口援助给四川的钱本来是用来支援四川贫困地区的穷兄弟的，结果被成都全给吞了,0.0,0.0
667,3.0,暂无显,豆豆无殇,烂尾楼解决了吗？,0.0,0.0
569,21.0,_特别欢喜_,九九vvvvvvvvv,其实，有时候吓懵了，行为上可能没那么有效，但是视频里妈妈还是在保护孩子的。,0.0,0.0
656,3.0,海国殷夜来,vipper_z,三岁就可以上幼儿园了不过不知道小孩多高……我真不知道，你说四岁小孩过一米了不？能勾到胸部吗(？),0.0,0.0
680,0.0,雨文牙隹广土,-1,妈的！艹！国家公祭日故意搞这个！敌对势力的间谍！二鬼子！一定要彻查,1.0,2.0
574,17.0,呜呜呜呜崽,beautiie,别学了个“网爆”的新词儿，就开始给别人乱扣帽子。没有锋芒的善良其实就是傻，言尽于此了,1.0,1.0
530,1.0,825885436,0,开飞机撞航母也是独一档,0.0,0.0
631,0.0,盛开在深海,-1,不会开玩笑可以不开，她的话暴露了她的素养 ,1.0,1.0
541,9.0,6315363089,0,快递脏，拿完了洗个手就行了，逆天,0.0,0.0
606,12.0,抖腿少女腿不停,M小怪下士小M,每个学校不一样,0.0,0.0
751,20.0,HHAlllllllAHH,勇敢的老头儿,可以合法上路，有驾照和车牌买保险就行,0.0,0.0
729,0.0,你比蜜桃甜更多,-1,成年啦，故意杀人可以判死刑了！,0.0,0.0
753,4.0,李子和路嘟,美离间祸众国,我们这儿三轮车和老头乐不管，天天抓二轮电车,0.0,0.0
615,6.0,墩墩作响,今天也是一个小垃圾,小区不戴嘴笼，不就是喝酒开车吗。不一定出事，但是迟早出事。,0.0,0.0
694,26.0,粟米_75197,父拔插头人踢狗,暴力引导,0.0,0.0
570,5.0,偶爾犯懵,岭南道按察使汉青书,物业赔了十来万，预缴费都还没用完，张口就要200w，需要众筹的都是家里看病看得山穷水尽才发起众筹的，我们的爱心不是拿来这样消费的,0.0,0.0
526,5.0,6556031025,0,合影,1.0,1.0
558,6.0,5896473776,5673991735,呃呃😅,0.0,0.0
604,6.0,棉花糖烤化了,鹿鸣_银,对 23 22考研的大多数都是属龙属蛇的 龙年出生人口就多,0.0,0.0
721,1.0,拜恩思99,a阿铭呀,不能这么说，不同意牺牲自己就是医者仁心。,0.0,0.0
565,0.0,2172572272,-1,那么lz能不能推荐我给女孩的礼物啊，也是互有好感的那种,0.0,0.0
695,9.0,夕静萧阳,朝夕一二,你看你这不是魔怔是什么，看字典的是人，如果你们思想就是如此，看什么都是脏，字典是工具书，不是儿童书籍麻烦搞清楚,1.0,2.0
670,12.0,正版现货不熟煲煲,一碗意_,追尾一眼就能看出来啊 也不必强洗,0.0,0.0
698,0.0,油腻的vv老师,-1,可以不等于你可以，女宝一直是双标的,1.0,2.0
754,6.0,逗逗拾光,飞狗狗的喵,还给挂临牌呢,0.0,0.0
654,0.0,空空WJH,-1,文章最后司法救济途径列的很全了。走完程序觉得不公平，再来网上喊,0.0,0.0
649,1.0,想起一个好名字就提交,草粿甲豆花,17岁打人，她是未成年人，4岁更是未成年了，人家奶奶都道歉了，不知道她想怎么的,0.0,0.0
570,1.0,喝滴滴畏中再来一瓶,石玉食欲诗雨,乙二醇清理猫挺好用的，无色无臭有甜味，也不属于危先物质 ,0.0,0.0
624,14.0,兔斯基撒花,小把细123,一看到包邮区，我就想起给我打诈骗电话的,0.0,0.0
554,3.0,4097720271,3560432210,你是楼主琴叠,1.0,1.0
573,15.0,ssandy527,CforikY_,捐了就是表示自己愿意帮助女孩他们家，为啥要看着人家200万眼红？真是够了,1.0,1.0
668,3.0,AhaOnad,alison_s_top,调查是你鼠标一点就清楚了吗,0.0,0.0
755,8.0,陆屿陌,矿业大学的14号,“一刀切”是合理的吗？所以你支持一刀切喽？,0.0,0.0
696,0.0,王延国com,-1,小仙女们拳法打起来，这力度明显不够骗凌迟的啊,1.0,2.0
705,2.0,空白_格7,探索三亚,双标的女拳狗能不能爬远点，别装了，你们TM就是想要特权,1.0,1.0
688,18.0,这道题太难了我不会做11,把爱全给了你把世界给了你02,药神没坐牢，最后被判无罪释放,0.0,0.0
744,7.0,Grey北辰,周魴17,那你们xxn是什么东西？另外IP也正确,1.0,2.0
665,0.0,哎呦喂哇c,-1,那个 各位记得报工伤保险……,0.0,0.0
596,17.0,资姿-为澄澄疯狂打call,云萧萧0708,但其实酒店是有保管义务的。。。这个是规定啊。。。,0.0,0.0
754,3.0,西门_有坑,飞狗狗的喵,经济稳中向好呗,0.0,0.0
608,1.0,Hunter王琨,我居然没改名字,连锁饭店都是预制菜，世界上最大预制菜就是肯德基和麦当劳吧,0.0,0.0
628,7.0,铁膝战警肖万,Radiohead主唱ThomYorke,不知道 我河南人 来武汉打工。,0.0,0.0
525,8.0,1597843324,0,大专狗是这样的啦，你穿内裤进实验室都没问题,1.0,1.0
579,3.0,爱喵咪的小耗纸,皮蛋巨侠杨11,你来说说哪里在杀戮？就一个学校出了个个例，保安还被马上开除了。到你这就是杀戮没停止？！,0.0,0.0
740,14.0,wawawu1990,多一点点善意,你是猪么？这么重的锤了好几次啊你说在按摩？你果真是猪。,1.0,1.0
524,4.0,2789433819,0,虽然绝大多数贴吧老哥找的💩都是xxn拉的，但是你这个属实自爆卡车了，人家说的没啥毛病啊，冬天实验服穿个光腿神器有问题吗？仔细读读人家断句，人家介绍自己母校呢，大可不必对女生这么大恶意吧，这么做和性转小仙女有什么区别？真就男女厕所互相挂呗？,0.0,0.0
736,0.0,柯基屁屁有颗痣,-1,"""仙女怎么不施法了，原来仙法只在网上管用啊<img alt=""""[挤眼]"""" title=""""[挤眼]"""" src=""""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/43/2018new_jiyan_org.png"""" />""",1.0,2.0
610,0.0,宁和和明白人吵架不能和SB聊天,-1,不是对预制菜的不信任，是对生产预制菜的材料、生产、包装、保存与运输等等过程缺乏信任,0.0,0.0
682,6.0,G小奶龙龙宝,无穷碧2号,你擦的还干净啊 是以后再说 清理彻底没有 处理结果怎么样了呢给我看看,0.0,0.0
558,9.0,6526849413,0,lz孝子来了？,1.0,1.0
667,1.0,我大号的手机到底是啥啊,听音乐用紫玉,赔啊，昨天地铁就说了，自行走了去就医的也要联系地铁赔偿,0.0,0.0
671,7.0,_薛定谔的猫0404,忘忧小绿草,这就够快了 昨晚上的事 今天就发布初步调查结果并公开了,0.0,0.0
594,11.0,一个无产阶级和他的歼35,queenbaby-girl,西方保护动物，但是压迫第三世界，这就是虚伪的西方文明,0.0,0.0
718,14.0,子墨的叮当猫,更靠谱了吗,你不知道这种做法要进去？,0.0,0.0
575,12.0,还会有天,宇宙诞生百亿年才遇一个我,你自己去找啊，网上发的人多的是，有心找，怎么找不到，还要别人喂你吃？没那义务,1.0,1.0
637,10.0,youkai015,是小关同学呀-,我干嘛要查我吃饱了没事做，又不是她的粉丝,0.0,0.0
691,12.0,紫色预警心情,俺的豆腐lsn,贬义词没问题的话放个玩弄男性呢,1.0,2.0
541,0.0,6567169625,-1,大拇指与食指🤏，捏着快递，指责着我们俩用手拿快递，觉得我们好脏,0.0,0.0
555,0.0,4567718030,-1,帖子里这行为不正常吧？哪个搭讪的这么死追不放的？,0.0,0.0
518,1.0,4540960957,0,到目前为止还只是两杯奶茶，而且现在情况还不太坏，不算ATM,0.0,0.0
723,2.0,哎吆不错哦666,阳光一直住在心里面,眼红狗,1.0,1.0
676,3.0,G小奶龙龙宝,夜猫猫0713,张口就来是成都的 都被官方通报了哈哈哈哈   猴子真耿直啊  ,1.0,1.0
759,11.0,fsqx1903,三公司的二流子,哈哈 这层好欢乐好绝望,0.0,0.0
523,7.0,6554104912,0,其它的不知道，但是大学生去实验室都是长裤,0.0,0.0
572,0.0,心那边有海,-1,这律师黑历史一大堆呀,0.0,0.0
694,19.0,633YtMLG,父拔插头人踢狗,有些矫枉过正～“八路军腰里别着手枪”不行吗？有的人就非得杠，非得往不好的方面想,0.0,0.0
517,0.0,6474722810,-1,其实我感觉她应该可能也对你有意思，说别人帅可能是故意的，想看你什么反应试探一下，后面你问她要不要v她也没要，估计就是口嗨，楼主可能不是小丑,0.0,0.0
643,1.0,琉玄,僅自己可見s,你好，12月中旬发噢@微町VLian,0.0,0.0
760,0.0,11馨馨,-1,"""普通上班族的薪水算她一年十万在北上广深不吃不喝五十年都买不起<img alt=""""[doge]"""" title=""""[doge]"""" src=""""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a1/2018new_doge02_org.png"""" />""",0.0,0.0
734,1.0,jjang3507,奶T喵喵,他们才不敢,1.0,2.0
621,1.0,家居理想宅,25华同学,上次那个小女孩把婴儿从二十多楼扔下去，现在在读高中了，马上考大学了,0.0,0.0
583,2.0,71719_T,8808中文,对呀 为什么这件事儿不说反而让所有猫狗背锅,0.0,0.0
636,5.0,为了愉快冲浪而拉黑沙比这件事,是简尘阿,你脑子没事吧。。。🤗,1.0,1.0
753,9.0,小叮当的铜锣烧l,美离间祸众国,说的有理,0.0,0.0
680,7.0,天青在等相遇_910,雨文牙隹广土,这也有点过于红卫兵了吧，又没特指什么，大清都亡了还文字狱,0.0,0.0
539,10.0,1327162136,2098998834,没问题？那我祝福你和他一样，去地铁次次被诬陷，同样的事不同的性别，杭州快递一事判一缓二，这次屁事没有，5W很多？面包店老板人乐坏了，被诬陷到现在也半年了，半年的收入损失+精神损失费+被网暴，赔偿屁都没有，这就是你嘴里的没问题,1.0,1.0
706,1.0,ioriyaganifeifei,金一点策,你去看看法律怎么规定的,0.0,0.0
725,15.0,7751836884_899,谁的春日啊,几年前我在北京丰台工作的时候租的就是转租的公租房，房租每个月3000，我也不知道“房东”能转多少差价，反正“房东”开的是新a6。,0.0,0.0
713,11.0,De-cK,拿了护照签证游寰宇,道路交通安全法实施条例去翻一翻右转弯是这样的，只要出事故，转弯或转弯过程中的必然承担责任，最常见的是右转弯很慢，但是因为雨天路滑直行电瓶车离你很远为了避让而滑倒，转弯车辆全责。,0.0,0.0
755,7.0,摆烂大魔王哈,陆屿陌,确实不能一刀切，可以上路，但是按照汽车标准，必须考驾照、必须买保险、规范车牌，遵守交通规则,0.0,0.0
640,5.0,小羊睡不醒nie,Eurus沉浸式,是这样的！不读大学我的思维可能只会觉得我的人生只有结婚生子一条路，上大学之后看到了不一样的世界，才能深刻体会到人生有多种多样的选择,0.0,0.0
680,2.0,天海红叶,雨文牙隹广土,要么是阴阳网友，要么就是阴阳公祭日，看我们的xxn是第一种还是第二种呢，还是打着第一种隐晦的表达第二种呢,1.0,2.0
746,16.0,日出可是不等人的喔,旺仔小晴头,她才25岁，绝望啥啊，才毕业三年。,0.0,0.0
604,11.0,花茉染,大南瓜呆瓜,属相好呗，还能因为什么，龙马都是大属相。,0.0,0.0
638,0.0,不冉而然,-1,"""想骂人，这男的脑瘫把""",1.0,1.0
637,9.0,youkai015,是小关同学呀-,不关我事啊，我看你这么激动觉得很搞笑。,0.0,0.0
731,10.0,乌洛侯穆z,二十颗铜钱草,之前看到偷拍女浴室的男的，被男保安还是路过的男路人发现，被按到地上抓住的，正常男人和变态的区别,0.0,0.0
755,11.0,陆屿陌,矿业大学的14号,开老头乐不如直接死刑。吸毒持枪,1.0,2.0
691,14.0,啾咪啾咪一直啾咪,俺的豆腐lsn,没吃药就敢上网,1.0,1.0
573,0.0,CforikY_,-1,没动那就赶紧退了呗,0.0,0.0
686,0.0,She-and-their-world,-1,评论区还在颠倒黑白,0.0,0.0
744,0.0,周魴17,-1,西方人一直都很极端，他们不让家长打骂小孩，不让老师批评小孩，让人们无原则的容忍小孩在公共场合制造的噪音，看似是在保护小孩，其实是在制造“人类社会里的类人动物”,0.0,0.0
761,7.0,凶介放开她们,张鲑fish之夢,我家岛上房子8k一平,0.0,0.0
552,0.0,4061333753,-1,正常搭讪需要问到别人家在哪？还一直纠缠？你不会就是那跟踪男吧,1.0,1.0
683,6.0,狄德莉特,椰风挡不住qwer,评论区仙女味儿很重啊兄弟有福了啊,1.0,2.0
